FagNivaa;EnhetNivaa;Vurderingsfagkode;Nasjonaltkode;Fylkekode;Organisasjonsnummer;Vurderingsfagnavn;Nasjonalt;Fylke;EnhetNavn;2024-25.Standpunkt.Alle eierformer.Alle kjønn.Snittkarakter;2024-25.Standpunkt.Alle eierformer.Alle kjønn.Antall elever
2;3;FSP6226;I;18;974041707;Spansk I+II;Hele landet;Nordland - Nordlánnda;Narvik videregående skole;4,2;9
2;3;FSP6226;I;18;974621304;Spansk I+II;Hele landet;Nordland - Nordlánnda;Polarsirkelen videregående skole;3,5;8
2;3;FSP6226;I;18;874621382;Spansk I+II;Hele landet;Nordland - Nordlánnda;Sandnessjøen videregående skole;4,8;6
2;3;FSP6226;I;18;974621053;Spansk I+II;Hele landet;Nordland - Nordlánnda;Sortland videregående skole avd Sortland;4,3;6
2;3;FSP6226;I;18;974621169;Spansk I+II;Hele landet;Nordland - Nordlánnda;Vest-Lofoten videregående skole;*;*
2;2;FSP6226;I;3;3;Spansk I+II;Hele landet;Oslo;Alle skoler;3,4;184
2;3;FSP6226;I;3;887664102;Spansk I+II;Hele landet;Oslo;Akademiet Oslo AS;3,5;14
2;3;FSP6226;I;3;974591006;Spansk I+II;Hele landet;Oslo;Bjerke videregående skole;3,4;30
2;3;FSP6226;I;3;990574898;Spansk I+II;Hele landet;Oslo;Bjørnholt videregående skole;3,2;9
2;3;FSP6226;I;3;912703312;Spansk I+II;Hele landet;Oslo;Blindern videregående skole;*;*
2;3;FSP6226;I;3;974590999;Spansk I+II;Hele landet;Oslo;Elvebakken videregående skole;*;*
2;3;FSP6226;I;3;995821664;Spansk I+II;Hele landet;Oslo;Fyrstikkalleen skole;3,7;9
2;3;FSP6226;I;3;974590956;Spansk I+II;Hele landet;Oslo;Hellerud videregående skole;3,1;11
2;3;FSP6226;I;3;912001008;Spansk I+II;Hele landet;Oslo;Hersleb videregående skole;*;*
2;3;FSP6226;I;3;999173926;Spansk I+II;Hele landet;Oslo;Kongshavn videregående skole;3,6;8
2;3;FSP6226;I;3;974117797;Spansk I+II;Hele landet;Oslo;Kristelig gymnasium AS videregående skole;*;*
2;3;FSP6226;I;3;899178092;Spansk I+II;Hele landet;Oslo;Kuben videregående skole;2,7;7
2;3;FSP6226;I;3;974590913;Spansk I+II;Hele landet;Oslo;Lambertseter videregående skole;3,2;19
2;3;FSP6226;I;3;996216454;Spansk I+II;Hele landet;Oslo;Nydalen videregående skole;*;*
2;3;FSP6226;I;3;974590883;Spansk I+II;Hele landet;Oslo;Oslo Handelsgymnasium;*;*
2;3;FSP6226;I;3;971816309;Spansk I+II;Hele landet;Oslo;Otto Treider private gymnas AS;3,1;16
2;3;FSP6226;I;3;974591065;Spansk I+II;Hele landet;Oslo;Stovner videregående skole;3,5;11
2;3;FSP6226;I;3;974590964;Spansk I+II;Hele landet;Oslo;Ullern videregående skole;*;*
2;3;FSP6226;I;3;974590972;Spansk I+II;Hele landet;Oslo;Ulsrud videregående skole;*;*
2;3;FSP6226;I;3;917527067;Spansk I+II;Hele landet;Oslo;Valle Hovin videregående skole;3,5;6
2;3;FSP6226;I;3;925607797;Spansk I+II;Hele landet;Oslo;Vika videregående skole;*;*
2;3;FSP6226;I;3;971816317;Spansk I+II;Hele landet;Oslo;Wang videregående Skole/ Wang Toppidrett;*;*
2;2;FSP6226;I;11;11;Spansk I+II;Hele landet;Rogaland;Alle skoler;4,1;31
2;3;FSP6226;I;11;987546603;Spansk I+II;Hele landet;Rogaland;Akademiet Sandnes;4,3;7
2;3;FSP6226;I;11;874117722;Spansk I+II;Hele landet;Rogaland;Lundeneset Vgs;*;*
2;3;FSP6226;I;11;874624772;Spansk I+II;Hele landet;Rogaland;Møllehagen skolesenter grunnskole og videregående skole;*;*
2;3;FSP6226;I;11;874624632;Spansk I+II;Hele landet;Rogaland;Sauda vidaregåande skule;3,5;6
2;3;FSP6226;I;11;973157221;Spansk I+II;Hele landet;Rogaland;Tryggheim vidaregåande skule;*;*
2;3;FSP6226;I;11;974557134;Spansk I+II;Hele landet;Rogaland;Ølen vidaregåande skule;3,9;11
2;2;FSP6226;I;40;40;Spansk I+II;Hele landet;Telemark;Alle skoler;3,2;39
2;3;FSP6226;I;40;974567997;Spansk I+II;Hele landet;Telemark;Bø vidaregåande skule;*;*
2;3;FSP6226;I;40;974085062;Spansk I+II;Hele landet;Telemark;Kvitsund gymnas;*;*
2;3;FSP6226;I;40;974568020;Spansk I+II;Hele landet;Telemark;Porsgrunn videregående skole;3,1;17
2;3;FSP6226;I;40;974568039;Spansk I+II;Hele landet;Telemark;Skien videregående skole;*;*
2;3;FSP6226;I;40;888361332;Spansk I+II;Hele landet;Telemark;Stiftelsen Telemark Toppidrett gymnas;*;*
2;2;FSP6226;I;55;55;Spansk I+II;Hele landet;Troms - Romsa - Tromssa ;Alle skoler;3,6;28
2;3;FSP6226;I;55;974546892;Spansk I+II;Hele landet;Troms - Romsa - Tromssa ;Breivang videregående skole;2,9;8
2;3;FSP6226;I;55;974546671;Spansk I+II;Hele landet;Troms - Romsa - Tromssa ;Heggen videregående skole;3,3;9
2;3;FSP6226;I;55;930724785;Spansk I+II;Hele landet;Troms - Romsa - Tromssa ;Nettskolen Troms;*;*
2;3;FSP6226;I;55;974546868;Spansk I+II;Hele landet;Troms - Romsa - Tromssa ;Tromsdalen videregående skole;*;*
2;2;FSP6226;I;50;50;Spansk I+II;Hele landet;Trøndelag - Trööndelage;Alle skoler;3,7;120
2;3;FSP6226;I;50;971816279;Spansk I+II;Hele landet;Trøndelag - Trööndelage;Bybroen videregående skole AS;*;*
2;3;FSP6226;I;50;984477112;Spansk I+II;Hele landet;Trøndelag - Trööndelage;Byåsen videregående skole;3,5;15
2;3;FSP6226;I;50;996772772;Spansk I+II;Hele landet;Trøndelag - Trööndelage;Charlottenlund videregående skole;2,8;14
2;3;FSP6226;I;50;926694022;Spansk I+II;Hele landet;Trøndelag - Trööndelage;Cissi Klein videregående skole;4;6
2;3;FSP6226;I;50;974558017;Spansk I+II;Hele landet;Trøndelag - Trööndelage;Guri Kunna videregående skole avd Hitra;*;*
2;3;FSP6226;I;50;974557991;Spansk I+II;Hele landet;Trøndelag - Trööndelage;Heimdal videregående skole;4,5;13
2;3;FSP6226;I;50;974149699;Spansk I+II;Hele landet;Trøndelag - Trööndelage;Kristen videregående skole Trøndelag;*;*
2;3;FSP6226;I;50;974558378;Spansk I+II;Hele landet;Trøndelag - Trööndelage;Malvik videregående skole;*;*
2;3;FSP6226;I;50;874558362;Spansk I+II;Hele landet;Trøndelag - Trööndelage;Melhus videregående skole;3;17
2;3;FSP6226;I;50;974560720;Spansk I+II;Hele landet;Trøndelag - Trööndelage;Ole Vig videregående skole;3,8;9
2;3;FSP6226;I;50;974558130;Spansk I+II;Hele landet;Trøndelag - Trööndelage;Røros videregående skole;*;*
2;3;FSP6226;I;50;974557908;Spansk I+II;Hele landet;Trøndelag - Trööndelage;Trondheim katedralskole;4,4;23
2;2;FSP6226;I;39;39;Spansk I+II;Hele landet;Vestfold;Alle skoler;2,9;48
2;3;FSP6226;I;39;974575086;Spansk I+II;Hele landet;Vestfold;Færder videregående skole;2,7;6
2;3;FSP6226;I;39;974574993;Spansk I+II;Hele landet;Vestfold;Greveskogen videregående skole;2,4;8
2;3;FSP6226;I;39;923261354;Spansk I+II;Hele landet;Vestfold;Horten videregående skole;3,1;11
2;3;FSP6226;I;39;974575000;Spansk I+II;Hele landet;Vestfold;Nøtterøy videregående skole;3,8;8
2;3;FSP6226;I;39;874575232;Spansk I+II;Hele landet;Vestfold;Re videregående skole;2,6;15
2;2;FSP6226;I;46;46;Spansk I+II;Hele landet;Vestland;Alle skoler;3,6;216
2;3;FSP6226;I;46;986900055;Spansk I+II;Hele landet;Vestland;Akademiet Vgs Bergen AS;*;*
2;3;FSP6226;I;46;974557444;Spansk I+II;Hele landet;Vestland;Arna vidaregåande skule;3;9
2;3;FSP6226;I;46;974557533;Spansk I+II;Hele landet;Vestland;Askøy videregående skole;*;*
2;3;FSP6226;I;46;988602671;Spansk I+II;Hele landet;Vestland;Bergen private gymnas AS;3,5;13
2;3;FSP6226;I;46;974571137;Spansk I+II;Hele landet;Vestland;Dale vidaregåande skule;*;*
2;3;FSP6226;I;46;873159642;Spansk I+II;Hele landet;Vestland;Danielsen videregående skole;3,7;11
2;3;FSP6226;I;46;974571145;Spansk I+II;Hele landet;Vestland;Flora vidaregåande skule;*;*
2;3;FSP6226;I;46;874557552;Spansk I+II;Hele landet;Vestland;Fusa vidaregåande skule;*;*
2;3;FSP6226;I;46;974557584;Spansk I+II;Hele landet;Vestland;Fyllingsdalen videregående skole;3,7;12
2;3;FSP6226;I;46;974571110;Spansk I+II;Hele landet;Vestland;Førde vidaregåande skule;4,3;19
2;3;FSP6226;I;46;974117967;Spansk I+II;Hele landet;Vestland;Kongshaug Musikkgymnas;*;*
2;3;FSP6226;I;46;974557045;Spansk I+II;Hele landet;Vestland;Kvam vidaregåande skule;*;*
2;3;FSP6226;I;46;974557282;Spansk I+II;Hele landet;Vestland;Kvinnherad vidaregåande skule;3,3;14
2;3;FSP6226;I;46;985076308;Spansk I+II;Hele landet;Vestland;Metis videregående AS;3,8;13
2;3;FSP6226;I;46;922148805;Spansk I+II;Hele landet;Vestland;Norges Toppidrettsgymnas Bergen AS;*;*
2;3;FSP6226;I;46;989630008;Spansk I+II;Hele landet;Vestland;Olsvikåsen videregående skole;3,8;17
2;3;FSP6226;I;46;974557142;Spansk I+II;Hele landet;Vestland;Sandsli videregående skole;3,1;10
2;3;FSP6226;I;46;974571056;Spansk I+II;Hele landet;Vestland;Sogndal vidaregåande skule;3,3;9
2;3;FSP6226;I;46;974557568;Spansk I+II;Hele landet;Vestland;Sotra vidaregåande skule;3,8;8
2;3;FSP6226;I;46;974557029;Spansk I+II;Hele landet;Vestland;Stord vidaregåande skule;3,2;21
2;3;FSP6226;I;46;974151537;Spansk I+II;Hele landet;Vestland;Sygna Vgs;3,6;10
2;3;FSP6226;I;46;816031982;Spansk I+II;Hele landet;Vestland;Voss gymnas;3,5;17
2;3;FSP6226;I;46;974557487;Spansk I+II;Hele landet;Vestland;Årstad videregående skole;2,7;11
2;2;FSP6226;I;31;31;Spansk I+II;Hele landet;Østfold;Alle skoler;3,4;74
2;3;FSP6226;I;31;988519480;Spansk I+II;Hele landet;Østfold;Akademiet Fredrikstad AS Privat videregående skole;*;*
2;3;FSP6226;I;31;974544504;Spansk I+II;Hele landet;Østfold;Askim videregående skole;*;*
2;3;FSP6226;I;31;974544466;Spansk I+II;Hele landet;Østfold;Frederik Ii videregående skole;3,3;11
2;3;FSP6226;I;31;974544482;Spansk I+II;Hele landet;Østfold;Glemmen videregående skole;*;*
2;3;FSP6226;I;31;974544490;Spansk I+II;Hele landet;Østfold;Greåker videregående skole;3;9
2;3;FSP6226;I;31;913279727;Spansk I+II;Hele landet;Østfold;Hans Nielsen Hauge videregående skole;*;*
2;3;FSP6226;I;31;974544520;Spansk I+II;Hele landet;Østfold;Kalnes videregående skole;*;*
2;3;FSP6226;I;31;974544539;Spansk I+II;Hele landet;Østfold;Kirkeparken videregående skole;4,3;18
2;3;FSP6226;I;31;974544512;Spansk I+II;Hele landet;Østfold;Mysen videregående skole;3,4;11
2;3;FSP6226;I;31;986779795;Spansk I+II;Hele landet;Østfold;Wang Fredrikstad AS;*;*
2;1;FSP6226;U;0;U;Spansk I+II;Utlandet;Alle fylker;Alle skoler;*;*
2;2;FSP6226;U;25;25;Spansk I+II;Utlandet;Utlandet;Alle skoler;*;*
2;3;FSP6226;U;25;U90099009;Spansk I+II;Utlandet;Utlandet;Den norske skole - Costa Blanca;*;*
2;0;FSP6229;Alle;0;Alle;Tegnspråk I;Hele landet;Alle fylker;Alle skoler;4,8;91
2;1;FSP6229;I;0;I;Tegnspråk I;Hele landet;Alle fylker;Alle skoler;4,8;91
2;2;FSP6229;I;3;3;Tegnspråk I;Hele landet;Oslo;Alle skoler;5,4;17
2;3;FSP6229;I;3;996216454;Tegnspråk I;Hele landet;Oslo;Nydalen videregående skole;5,4;17
2;2;FSP6229;I;50;50;Tegnspråk I;Hele landet;Trøndelag - Trööndelage;Alle skoler;4,6;8
2;3;FSP6229;I;50;974558386;Tegnspråk I;Hele landet;Trøndelag - Trööndelage;Tiller videregående skole;4,6;8
2;2;FSP6229;I;39;39;Tegnspråk I;Hele landet;Vestfold;Alle skoler;5;11
2;3;FSP6229;I;39;974575019;Tegnspråk I;Hele landet;Vestfold;Sandefjord videregående skole;5;11
2;2;FSP6229;I;46;46;Tegnspråk I;Hele landet;Vestland;Alle skoler;4,6;55
2;3;FSP6229;I;46;993527084;Tegnspråk I;Hele landet;Vestland;Nordahl Grieg videregående skole;4,6;55
2;0;FSP6236;Alle;0;Alle;Tegnspråk I+II;Hele landet;Alle fylker;Alle skoler;4,2;39
2;1;FSP6236;I;0;I;Tegnspråk I+II;Hele landet;Alle fylker;Alle skoler;4,2;39
2;2;FSP6236;I;50;50;Tegnspråk I+II;Hele landet;Trøndelag - Trööndelage;Alle skoler;4,4;11
2;3;FSP6236;I;50;974558386;Tegnspråk I+II;Hele landet;Trøndelag - Trööndelage;Tiller videregående skole;4,4;11
2;2;FSP6236;I;39;39;Tegnspråk I+II;Hele landet;Vestfold;Alle skoler;3,9;8
2;3;FSP6236;I;39;974575019;Tegnspråk I+II;Hele landet;Vestfold;Sandefjord videregående skole;3,9;8
2;2;FSP6236;I;46;46;Tegnspråk I+II;Hele landet;Vestland;Alle skoler;4,2;20
2;3;FSP6236;I;46;993527084;Tegnspråk I+II;Hele landet;Vestland;Nordahl Grieg videregående skole;4,2;20
2;0;FSP6239;Alle;0;Alle;Tysk I;Hele landet;Alle fylker;Alle skoler;4;2 323
2;1;FSP6239;I;0;I;Tysk I;Hele landet;Alle fylker;Alle skoler;4;2 323
2;2;FSP6239;I;42;42;Tysk I;Hele landet;Agder;Alle skoler;3,9;129
2;3;FSP6239;I;42;974573881;Tysk I;Hele landet;Agder;Dahlske videregående skole;4,1;9
2;3;FSP6239;I;42;974594994;Tysk I;Hele landet;Agder;Kristiansand katedralskole Gimle;3,8;56
2;3;FSP6239;I;42;974595117;Tysk I;Hele landet;Agder;Kvadraturen videregående skole;*;*
2;3;FSP6239;I;42;973149776;Tysk I;Hele landet;Agder;Kvs-Lyngdal AS;*;*
2;3;FSP6239;I;42;974595125;Tysk I;Hele landet;Agder;Mandal videregående skole;*;*
2;3;FSP6239;I;42;874573892;Tysk I;Hele landet;Agder;Setesdal vidaregåande skule;*;*
2;3;FSP6239;I;42;974595060;Tysk I;Hele landet;Agder;Sirdal videregående skole;4,3;14
2;3;FSP6239;I;42;874595152;Tysk I;Hele landet;Agder;Tangen videregående skole;3,8;14
2;3;FSP6239;I;42;974595044;Tysk I;Hele landet;Agder;Vennesla videregående skole;3,7;6
2;3;FSP6239;I;42;974595001;Tysk I;Hele landet;Agder;Vågsbygd videregående skole;3,8;13
2;2;FSP6239;I;32;32;Tysk I;Hele landet;Akershus;Alle skoler;4;450
2;3;FSP6239;I;32;974587742;Tysk I;Hele landet;Akershus;Asker videregående skole;4,2;17
2;3;FSP6239;I;32;974587602;Tysk I;Hele landet;Akershus;Bjørkelangen videregående skole;3,7;7
2;3;FSP6239;I;32;974587831;Tysk I;Hele landet;Akershus;Bleiker videregående skole;5,3;9
2;3;FSP6239;I;32;974587882;Tysk I;Hele landet;Akershus;Drømtorp videregående skole;3,3;8
2;3;FSP6239;I;32;974587890;Tysk I;Hele landet;Akershus;Dønski videregående skole;4,3;35
2;3;FSP6239;I;32;974587661;Tysk I;Hele landet;Akershus;Eidsvoll videregående skole;3,8;26
2;3;FSP6239;I;32;974587726;Tysk I;Hele landet;Akershus;Eikeli videregående skole;3,8;38
2;3;FSP6239;I;32;988843709;Tysk I;Hele landet;Akershus;Frogn videregående skole;*;*
2;3;FSP6239;I;32;913459598;Tysk I;Hele landet;Akershus;Hoppensprett Akademiet Vgs Jessheim AS;*;*
2;3;FSP6239;I;32;974587645;Tysk I;Hele landet;Akershus;Jessheim videregående skole;5,3;7
2;3;FSP6239;I;32;974587750;Tysk I;Hele landet;Akershus;Lillestrøm videregående skole;5,3;21
2;3;FSP6239;I;32;974587610;Tysk I;Hele landet;Akershus;Lørenskog videregående skole;4;45
2;3;FSP6239;I;32;991815325;Tysk I;Hele landet;Akershus;Mailand videregående skole;3,4;13
2;3;FSP6239;I;32;974587734;Tysk I;Hele landet;Akershus;Nadderud videregående skole;4,8;9
2;3;FSP6239;I;32;988084948;Tysk I;Hele landet;Akershus;Nannestad videregående skole;*;*
2;3;FSP6239;I;32;974587599;Tysk I;Hele landet;Akershus;Nesbru videregående skole;3,4;20
2;3;FSP6239;I;32;974587572;Tysk I;Hele landet;Akershus;Nesodden videregående skole;4,7;6
2;3;FSP6239;I;32;990672962;Tysk I;Hele landet;Akershus;Norges Toppidrettsgymnas Bærum AS;*;*
2;3;FSP6239;I;32;974587580;Tysk I;Hele landet;Akershus;Roald Amundsen videregående skole;3,9;16
2;3;FSP6239;I;32;974587866;Tysk I;Hele landet;Akershus;Rosenvilde videregående skole;4,3;6
2;3;FSP6239;I;32;974587823;Tysk I;Hele landet;Akershus;Rud videregående skole;*;*
2;3;FSP6239;I;32;974587769;Tysk I;Hele landet;Akershus;Rælingen videregående skole;3,9;21
2;3;FSP6239;I;32;988835064;Tysk I;Hele landet;Akershus;Sandvika videregående skole;4,1;36
2;3;FSP6239;I;32;974587629;Tysk I;Hele landet;Akershus;Skedsmo videregående skole;3,7;15
2;3;FSP6239;I;32;974587696;Tysk I;Hele landet;Akershus;Ski videregående skole;*;*
2;3;FSP6239;I;32;974587718;Tysk I;Hele landet;Akershus;Stabekk videregående skole;3,8;21
2;3;FSP6239;I;32;874587842;Tysk I;Hele landet;Akershus;Sørumsand videregående skole;2,9;7
2;3;FSP6239;I;32;874587702;Tysk I;Hele landet;Akershus;Valler videregående skole;*;*
2;3;FSP6239;I;32;974587815;Tysk I;Hele landet;Akershus;Vestby videregående skole;*;*
2;3;FSP6239;I;32;825308512;Tysk I;Hele landet;Akershus;Wang Romerike AS;3,6;37
2;3;FSP6239;I;32;974587564;Tysk I;Hele landet;Akershus;Ås videregående skole;*;*
2;2;FSP6239;I;33;33;Tysk I;Hele landet;Buskerud;Alle skoler;3,9;146
2;3;FSP6239;I;33;996789845;Tysk I;Hele landet;Buskerud;Akademiet Vgs Bragernes Drammen AS;*;*
2;3;FSP6239;I;33;986737162;Tysk I;Hele landet;Buskerud;Briskeby videregående skole AS;*;*
2;3;FSP6239;I;33;974606216;Tysk I;Hele landet;Buskerud;Buskerud videregående skole;*;*
2;3;FSP6239;I;33;874605972;Tysk I;Hele landet;Buskerud;Drammen videregående skole;3,5;48
2;3;FSP6239;I;33;974605988;Tysk I;Hele landet;Buskerud;Eiker videregående skole;4,7;18
2;3;FSP6239;I;33;974606194;Tysk I;Hele landet;Buskerud;Gol vidaregåande skule;*;*
2;3;FSP6239;I;33;974605929;Tysk I;Hele landet;Buskerud;Hønefoss videregående skole;*;*
2;3;FSP6239;I;33;974605996;Tysk I;Hele landet;Buskerud;Kongsberg videregående skole;4,2;21
2;3;FSP6239;I;33;974176122;Tysk I;Hele landet;Buskerud;Norges Toppidrettsgymnas Geilo AS;*;*
2;3;FSP6239;I;33;974605961;Tysk I;Hele landet;Buskerud;St Hallvard videregående skole;3,9;27
2;3;FSP6239;I;33;973255754;Tysk I;Hele landet;Buskerud;Tyrifjord videregående skole;*;*
2;2;FSP6239;I;56;56;Tysk I;Hele landet;Finnmark - Finnmárku - Finmarkku;Alle skoler;4,3;9
2;3;FSP6239;I;56;974622750;Tysk I;Hele landet;Finnmark - Finnmárku - Finmarkku;Alta videregående skole;*;*
2;3;FSP6239;I;56;874622702;Tysk I;Hele landet;Finnmark - Finnmárku - Finmarkku;Hammerfest videregående skole;*;*
2;3;FSP6239;I;56;974622734;Tysk I;Hele landet;Finnmark - Finnmárku - Finmarkku;Nordkapp videregående skole;*;*
2;2;FSP6239;I;34;34;Tysk I;Hele landet;Innlandet;Alle skoler;3,9;160
2;3;FSP6239;I;34;920330754;Tysk I;Hele landet;Innlandet;Create - Lillehammer Kreative videregående skole AS;*;*
2;3;FSP6239;I;34;974571900;Tysk I;Hele landet;Innlandet;Elverum videregående skole;4,4;13
2;3;FSP6239;I;34;974597195;Tysk I;Hele landet;Innlandet;Gausdal videregående skole;3,1;10
2;3;FSP6239;I;34;974597284;Tysk I;Hele landet;Innlandet;Gjøvik videregående skole;*;*
2;3;FSP6239;I;34;998513448;Tysk I;Hele landet;Innlandet;Hadeland videregående skole;*;*
2;3;FSP6239;I;34;974571919;Tysk I;Hele landet;Innlandet;Hamar katedralskole;3,8;19
2;3;FSP6239;I;34;974597322;Tysk I;Hele landet;Innlandet;Lena-Valle videregående skole avd Lena;*;*
2;3;FSP6239;I;34;974597209;Tysk I;Hele landet;Innlandet;Nord-Gudbrandsdal vidaregåande skule;*;*
2;3;FSP6239;I;34;986147667;Tysk I;Hele landet;Innlandet;Norges Toppidrettsgymnas Kongsvinger AS;3,7;26
2;3;FSP6239;I;34;873600152;Tysk I;Hele landet;Innlandet;Norges Toppidrettsgymnas Lillehammer AS;4;39
2;3;FSP6239;I;34;974572079;Tysk I;Hele landet;Innlandet;Stange videregående skole;4,3;11
2;3;FSP6239;I;34;974571935;Tysk I;Hele landet;Innlandet;Storhamar videregående skole;3,8;9
2;3;FSP6239;I;34;974572028;Tysk I;Hele landet;Innlandet;Trysil videregående skole;4,4;7
2;3;FSP6239;I;34;974597381;Tysk I;Hele landet;Innlandet;Valdres vidaregåande skule;*;*
2;3;FSP6239;I;34;913391470;Tysk I;Hele landet;Innlandet;Wang Hamar AS;*;*
2;3;FSP6239;I;34;974571978;Tysk I;Hele landet;Innlandet;Øvrebyen videregående skole;*;*
2;2;FSP6239;I;15;15;Tysk I;Hele landet;Møre og Romsdal;Alle skoler;4,1;111
2;3;FSP6239;I;15;974576473;Tysk I;Hele landet;Møre og Romsdal;Atlanten videregående skole;3,8;29
2;3;FSP6239;I;15;974576422;Tysk I;Hele landet;Møre og Romsdal;Molde videregående skole;4,6;14
2;3;FSP6239;I;15;974576546;Tysk I;Hele landet;Møre og Romsdal;Romsdal videregående skole;*;*
2;3;FSP6239;I;15;974577267;Tysk I;Hele landet;Møre og Romsdal;Spjelkavik videregående skole;4,6;16
2;3;FSP6239;I;15;974576651;Tysk I;Hele landet;Møre og Romsdal;Surnadal vidaregåande skule;*;*
2;3;FSP6239;I;15;974576430;Tysk I;Hele landet;Møre og Romsdal;Ulstein vidaregåande skule;3,9;17
2;3;FSP6239;I;15;874576492;Tysk I;Hele landet;Møre og Romsdal;Volda vidaregåande skule;*;*
2;3;FSP6239;I;15;974576503;Tysk I;Hele landet;Møre og Romsdal;Ålesund videregående skole;3,9;22
2;2;FSP6239;I;18;18;Tysk I;Hele landet;Nordland - Nordlánnda;Alle skoler;4,2;135
2;3;FSP6239;I;18;974621215;Tysk I;Hele landet;Nordland - Nordlánnda;Bodin videregående skole;4,2;23
2;3;FSP6239;I;18;974621223;Tysk I;Hele landet;Nordland - Nordlánnda;Bodø videregående skole;4,1;31
2;3;FSP6239;I;18;974621037;Tysk I;Hele landet;Nordland - Nordlánnda;Hadsel videregående skole;*;*
2;3;FSP6239;I;18;974621282;Tysk I;Hele landet;Nordland - Nordlánnda;Knut Hamsun videregående skole Joarkkaskåvllå;*;*
2;3;FSP6239;I;18;974621193;Tysk I;Hele landet;Nordland - Nordlánnda;Meløy videregående skole;*;*
2;3;FSP6239;I;18;974041707;Tysk I;Hele landet;Nordland - Nordlánnda;Narvik videregående skole;3,7;15
2;3;FSP6239;I;18;916694490;Tysk I;Hele landet;Nordland - Nordlánnda;Norges Toppidrettsgymnas Bodø AS;4,6;9
2;3;FSP6239;I;18;974621304;Tysk I;Hele landet;Nordland - Nordlánnda;Polarsirkelen videregående skole;3,9;14
2;3;FSP6239;I;18;874621382;Tysk I;Hele landet;Nordland - Nordlánnda;Sandnessjøen videregående skole;4;18
2;3;FSP6239;I;18;974621053;Tysk I;Hele landet;Nordland - Nordlánnda;Sortland videregående skole avd Sortland;4,6;17
2;2;FSP6239;I;3;3;Tysk I;Hele landet;Oslo;Alle skoler;4,1;292
2;3;FSP6239;I;3;887664102;Tysk I;Hele landet;Oslo;Akademiet Oslo AS;5,2;9
2;3;FSP6239;I;3;988938386;Tysk I;Hele landet;Oslo;Akademiet Vgs Bislett AS;*;*
2;3;FSP6239;I;3;974591006;Tysk I;Hele landet;Oslo;Bjerke videregående skole;3;26
2;3;FSP6239;I;3;912703312;Tysk I;Hele landet;Oslo;Blindern videregående skole;3,9;17
2;3;FSP6239;I;3;912001709;Tysk I;Hele landet;Oslo;Edvard Munch videregående skole;5,1;12
2;3;FSP6239;I;3;974590867;Tysk I;Hele landet;Oslo;Foss videregående skole;3,7;6
2;3;FSP6239;I;3;974590891;Tysk I;Hele landet;Oslo;Hartvig Nissens skole;5,1;20
2;3;FSP6239;I;3;974590956;Tysk I;Hele landet;Oslo;Hellerud videregående skole;*;*
2;3;FSP6239;I;3;974192020;Tysk I;Hele landet;Oslo;Heltberg private gymnas;2,9;15
2;3;FSP6239;I;3;999173926;Tysk I;Hele landet;Oslo;Kongshavn videregående skole;4,2;13
2;3;FSP6239;I;3;873626402;Tysk I;Hele landet;Oslo;Kongsskogen videregående skole;*;*
2;3;FSP6239;I;3;974117797;Tysk I;Hele landet;Oslo;Kristelig gymnasium AS videregående skole;4,2;18
2;3;FSP6239;I;3;974590913;Tysk I;Hele landet;Oslo;Lambertseter videregående skole;4,2;30
2;3;FSP6239;I;3;974590883;Tysk I;Hele landet;Oslo;Oslo Handelsgymnasium;4,3;42
2;3;FSP6239;I;3;972286389;Tysk I;Hele landet;Oslo;Oslo private gymnasium AS;*;*
2;3;FSP6239;I;3;974590948;Tysk I;Hele landet;Oslo;Persbråten videregående skole;3,9;20
2;3;FSP6239;I;3;974591065;Tysk I;Hele landet;Oslo;Stovner videregående skole;*;*
2;3;FSP6239;I;3;974590972;Tysk I;Hele landet;Oslo;Ulsrud videregående skole;*;*
2;3;FSP6239;I;3;917527067;Tysk I;Hele landet;Oslo;Valle Hovin videregående skole;4,3;15
2;3;FSP6239;I;3;925607797;Tysk I;Hele landet;Oslo;Vika videregående skole;3,8;13
2;3;FSP6239;I;3;971816317;Tysk I;Hele landet;Oslo;Wang videregående Skole/ Wang Toppidrett;4;22
2;2;FSP6239;I;11;11;Tysk I;Hele landet;Rogaland;Alle skoler;3,9;54
2;3;FSP6239;I;11;913385632;Tysk I;Hele landet;Rogaland;Bryne vidaregåande skule;4,3;27
2;3;FSP6239;I;11;971816287;Tysk I;Hele landet;Rogaland;Haugesund Toppidrettsgymnas AS;*;*
2;3;FSP6239;I;11;990183449;Tysk I;Hele landet;Rogaland;Jåttå videregående skole;*;*
2;3;FSP6239;I;11;974624389;Tysk I;Hele landet;Rogaland;Kopervik videregående skole;2,9;7
2;3;FSP6239;I;11;874624632;Tysk I;Hele landet;Rogaland;Sauda vidaregåande skule;*;*
2;3;FSP6239;I;11;974624427;Tysk I;Hele landet;Rogaland;St Svithun videregående skole;3,3;8
2;3;FSP6239;I;11;974624419;Tysk I;Hele landet;Rogaland;Strand videregående skole;*;*
2;2;FSP6239;I;40;40;Tysk I;Hele landet;Telemark;Alle skoler;3,9;92
2;3;FSP6239;I;40;974567997;Tysk I;Hele landet;Telemark;Bø vidaregåande skule;*;*
2;3;FSP6239;I;40;974568071;Tysk I;Hele landet;Telemark;Hjalmar Johansen videregående skole;3;20
2;3;FSP6239;I;40;974568004;Tysk I;Hele landet;Telemark;Kragerø videregående skole;*;*
